Id,_0,_1,_2,action_what,action_where,alternative_technique,how,how_what,how_where,postcondition,precondition,tactic,technique,when,when_condition,when_object,where_attribute,why_state,why_what,why_where
t1081,,1,140,extract,local file systems,,<tech> credential dumping <\tech>  group policy preferences stored on the windows domain controller,,,,,credential access,credential in files,files containing passwords,,,,obtained/get,password,
t1081,,1,140,search,remote file shares,,<tech> credential dumping <\tech>  group policy preferences stored on the windows domain controller,,,,,credential access,credential in files,files containing passwords,,,,obtained/get,password,
t1081,,1,140,extract,remote file shares,,<tech> credential dumping <\tech>  group policy preferences stored on the windows domain controller,,,,,credential access,credential in files,files containing passwords,,,,obtained/get,password,
t1214,,1,143,query,registry,,local machine hive: <where> reg query hklm /f password /t reg_sz /s <\where>current user hive:  <where> reg query hkcu /f password /t reg_sz /s <\where>,,"reg query hklm /f password /t reg_sz /s  ,  reg query hkcu /f password /t reg_sz /s",,,credential access,credential in registry,,,,related to password information,<what> looking/search <\what> for <where> credentials <\where> and <\where> passwords <\where> that have been stored; automatic logons,looking/search/use,credentials
t1214,,1,143,query,registry keys,,local machine hive: <where> reg query hklm /f password /t reg_sz /s <\where>current user hive:  <where> reg query hkcu /f password /t reg_sz /s <\where>,,"reg query hklm /f password /t reg_sz /s  ,  reg query hkcu /f password /t reg_sz /s",,,credential access,credential in registry,,,,related to password information,<what> looking/search <\what> for <where> credentials <\where> and <\where> passwords <\where> that have been stored; automatic logons,looking/search/use,credentials
t1214,,1,143,find,registry,,local machine hive: <where> reg query hklm /f password /t reg_sz /s <\where>current user hive:  <where> reg query hkcu /f password /t reg_sz /s <\where>,,"reg query hklm /f password /t reg_sz /s  ,  reg query hkcu /f password /t reg_sz /s",,,credential access,credential in registry,,,,related to password information,<what> looking/search <\what> for <where> credentials <\where> and <\where> passwords <\where> that have been stored; automatic logons,looking/search/use,credentials
t1214,,1,143,find,registry keys,,local machine hive: <where> reg query hklm /f password /t reg_sz /s <\where>current user hive:  <where> reg query hkcu /f password /t reg_sz /s <\where>,,"reg query hklm /f password /t reg_sz /s  ,  reg query hkcu /f password /t reg_sz /s",,,credential access,credential in registry,,,,related to password information,<what> looking/search <\what> for <where> credentials <\where> and <\where> passwords <\where> that have been stored; automatic logons,looking/search/use,credentials
t1094,,1,146,communicate,protocols,,custom command and control protocol instead of encapsulating commands/data in an existing standard application layer protocol/develop-protocol,develop,protocol,,,command and control,custom command and control protocol,,,,,,,
t1094,,1,146,mimicking,protocols,,custom command and control protocol instead of encapsulating commands/data in an existing standard application layer protocol/develop-protocol,develop,protocol,,,command and control,custom command and control protocol,,,,,,,
t1024,,1,147,use,cryptographic protocol,,,,,,,command and control,custom cryptographic protocol,,,,custom/own version,<what> hide <\what> <where> command and control traffic <\where>;lead to unintentional errors,hide,command and control traffic
t1024,,1,147,use,cryptographic algorithm,,,,,,,command and control,custom cryptographic protocol,,,,custom/own version,<what> hide <\what> <where> command and control traffic <\where>;lead to unintentional errors,hide,command and control traffic
t1024,,1,147,implement,cryptographic protocol,,,,,,,command and control,custom cryptographic protocol,,,,custom/own version,<what> hide <\what> <where> command and control traffic <\where>;lead to unintentional errors,hide,command and control traffic
t1024,,1,147,implement,cryptographic algorithm,,,,,,,command and control,custom cryptographic protocol,,,,custom/own version,<what> hide <\what> <where> command and control traffic <\where>;lead to unintentional errors,hide,command and control traffic
t1002,,1,148,compress,data,,"exfiltration channel  <what> performed/use <\what> using a <attibute>custom <\attibute><where>  program or algorithm <\where>  <what> use <\what> common <where>compression library<\where> or <where> utility <\where> such as <where>7zip, rar, zip, or zlib <\where>",performed/use,program/algorithm/compression library/utility/7zip/rar/zip/zlib,,,exfiltration,data compressed,<condition> collected <\condition> <obejct>data<\object>,collect,data,,prior to exfiltration  make <where> data <\where> it <what> portable <\what> and minimize the amount of <where> data <\where> <what> sent <\what> over the network,minimize,data-length
t1002,,1,148,compress,documents,,"exfiltration channel  <what> performed/use <\what> using a <attibute>custom <\attibute><where>  program or algorithm <\where>  <what> use <\what> common <where>compression library<\where> or <where> utility <\where> such as <where>7zip, rar, zip, or zlib <\where>",performed/use,program/algorithm/compression library/utility/7zip/rar/zip/zlib,,,exfiltration,data compressed,<condition> collected <\condition> <obejct>data<\object>,collect,data,,prior to exfiltration  make <where> data <\where> it <what> portable <\what> and minimize the amount of <where> data <\where> <what> sent <\what> over the network,minimize,data-length
t1132,,1,149,encoded,command and control (c2) information,,standard data encoding system,use,ASCII/Unicode/Base64/MIME/UTF-8/other binary-to-text and character encoding systems/gzip,,,command and control,data encoding,,,,,,,
t1022,,1,150,encrypt,data,,"utility, programming library, or custom algorithm on the data itself  exfiltration over command and control channel and exfiltration over alternative protocol",performed/use,utility/programming library/custom algorithm/,,,exfiltration,data encrypted,,,,,<what>hide<\what> the <where> information<\where> that is being exfiltrated from detection  make the exfiltration less conspicuous upon inspection by a defender,hide/transfer,information
t1022,,1,150,hide,data,,"utility, programming library, or custom algorithm on the data itself  exfiltration over command and control channel and exfiltration over alternative protocol",performed/use,utility/programming library/custom algorithm/,,,exfiltration,data encrypted,,,,,<what>hide<\what> the <where> information<\where> that is being exfiltrated from detection  make the exfiltration less conspicuous upon inspection by a defender,hide/transfer,information
t1022,,1,150,exfiltrate,data,,"utility, programming library, or custom algorithm on the data itself  exfiltration over command and control channel and exfiltration over alternative protocol",performed/use,utility/programming library/custom algorithm/,,,exfiltration,data encrypted,,,,,<what>hide<\what> the <where> information<\where> that is being exfiltrated from detection  make the exfiltration less conspicuous upon inspection by a defender,hide/transfer,information
t1213,,1,151,leverage,information repositories,,,,,data-collected,information-repository-access,collection,data from information repositories,,,,"policies, procedures, and standardsphysical / logical network diagramssystem architecture diagramstechnical system documentationtesting / development credentialswork / project schedulessource code snippetslinks to network shares and other internal resourcesspecific common information repositories include:microsoft sharepoint  /atlassian confluence",<what> mine <\what> valuable <where> information <\where>,mine,information
t1213,,1,151,use,information repositories,,,,,data-collected,information-repository-access,collection,data from information repositories,,,,"policies, procedures, and standardsphysical / logical network diagramssystem architecture diagramstechnical system documentationtesting / development credentialswork / project schedulessource code snippetslinks to network shares and other internal resourcesspecific common information repositories include:microsoft sharepoint  /atlassian confluence",<what> mine <\what> valuable <where> information <\where>,mine,information
t1005,,1,152,search,file system,Automated Collection; Command-Line Interface,"command-line interface, such as cmd",,,,,collection,data from local system,,compromise,computer,,<what> find <\what> <where> files <\where> of interest  <what> gather <\what> <where> information <\where>;exfiltration,"find  ,  gather/collect","files  ,  information"
t1039,,1,153,search,network shares,,"remote systems via shared network drives (host shared directory, network file server, etc.);use interactive command shells/cmd",use,"interactive command shells, cmd",,common functionality,collection,data from network shared drive,,compromised,computers,,exfiltration;gather information;<what> find <\what> <where>files <\where>;collect data,"find,collect","files,sensitive data"
t1025,,1,154,collected,data,automated collection,"removable media (optical disk drive, usb memory, etc.)",,,,,collection,data from removable media,,,,sensitive,"exfiltration;<what> find <\what> <where>files of interest.<where> interactive command shells <\where> may be in<what>  use <\what>, and <attribute> common functionality <\attribute> within <where> cmd <\where> may be <what> used <\what>to <why> gather information","find  ,   use  ,  used","files of interest.<where> interactive command shells  ,  cmd"
t1025,,,155,search,media,,,,,,,collection,data from removable media,connected removable;compromised computer,compromise,computer,,,,
t1001,,1,156,hidden,command and control (c2) communications,,"steganography,<what>  commingling <\what> legitimate <where> traffic <\where> with c2 communications traffic  non-standard data encoding system, such as a modified base64 encoding","use,commingling,use","steganography,traffic,base64 encoding",,,command and control,data obfuscation,,,,,difficult to discover or decipher and to make the communication less conspicuous and <what> hide <\what><where> commands <\where> from being seen,hide,commands
t1074,,1,157,stage,data,,"data compressed , data encrypted",,,location-changed,location-known,collection,data staged,,,,central location or directory/separate files/one file/ staging location,Exfiltrate data/file,Exfiltrate,data/file
